id,part_id,sample_price,workstation_type,effective_date,active,comments,created_at,updated_at
,382,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,383,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,384,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,385,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,386,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,387,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,388,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,389,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,390,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,391,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,392,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,393,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,394,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,395,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,396,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,397,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,398,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,399,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,400,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,401,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,402,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,403,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,404,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,405,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,406,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,407,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,408,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,409,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,410,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,411,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,412,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,413,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,414,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,415,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,416,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,417,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,418,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,419,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,420,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,421,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,422,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,423,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,424,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,425,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,426,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,427,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,428,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,429,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,430,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,431,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
