id,part_id,work_table_id,semi_auto_work_table_id,machine_id,units_per_hour,persons_1,persons_2,persons_3,active,is_migrated,description,deleted_at,created_at,updated_at
92,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,1,0,STS H-IL-250-A50,NULL,"2026-04-09 20:05:00",NULL
93,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,1,0,STS H-IL-250-A53,NULL,"2026-04-09 20:05:00",NULL
94,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,1,0,STS H-IL-250-A54,NULL,"2026-04-09 20:05:00",NULL
95,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,1,0,STS H-IL-250-C50,NULL,"2026-04-09 20:05:00",NULL
96,NULL,NULL,NULL,104,NULL,NULL,NULL,3,1,0,STS H-IL-350-A60,NULL,"2026-04-09 20:05:00",NULL
97,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,1,0,STS H-IL-350-A61,NULL,"2026-04-09 20:05:00",NULL
98,NULL,NULL,NULL,104,NULL,NULL,NULL,3,1,0,STS H-IL-350-A62,NULL,"2026-04-09 20:05:00",NULL
99,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,1,0,STS H-IL-350-A63,NULL,"2026-04-09 20:05:00",NULL
100,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,1,0,STS H-IL-350-A64,NULL,"2026-04-09 20:05:00",NULL
101,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,1,0,STS H-IL-350-A65,NULL,"2026-04-09 20:05:00",NULL
102,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,1,0,STS H-MB-301N-BH,NULL,"2026-04-09 20:05:00",NULL
103,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,1,0,STS H-IL-350-C60,NULL,"2026-04-09 20:05:00",NULL
104,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,1,0,STS H-IL-550-A70,NULL,"2026-04-09 20:05:00",NULL
105,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,1,0,STS H-IL-550-A71,NULL,"2026-04-09 20:05:00",NULL
106,NULL,NULL,NULL,149,NULL,1,NULL,NULL,1,0,STS H-M-1,NULL,"2026-04-09 20:05:00",NULL
107,NULL,NULL,NULL,149,NULL,NULL,2,NULL,1,0,STS H-M-1,NULL,"2026-04-09 20:05:00",NULL
108,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,1,0,STS H-M-1-C2,NULL,"2026-04-09 20:05:00",NULL
109,NULL,NULL,NULL,217,NULL,1,NULL,NULL,1,0,STS H-M-2,NULL,"2026-04-09 20:05:00",NULL
110,NULL,NULL,NULL,240,NULL,NULL,2,NULL,1,0,STS H-M-2,NULL,"2026-04-09 20:05:00",NULL
111,NULL,NULL,NULL,194,NULL,1,NULL,NULL,1,0,STS H-M-3,NULL,"2026-04-09 20:05:00",NULL
112,NULL,NULL,NULL,228,NULL,NULL,2,NULL,1,0,STS H-M-3,NULL,"2026-04-09 20:05:00",NULL
