id,price_id,min_quantity,max_quantity,tier_price,created_at,updated_at
"OBLIGATORIO - ID  Pero Puedes poner el numero de parte (198-100001) En esta Parte se repiten los numeros de parte","FIJO - Cantidad minima del rango (En caso que un rago se duplique puedes usera decimales hasta 4)","FIJO - Cantidad maxima del rango (Puedes usar Decimales en caso de que se repita el rango hasta 4)","OBLIGATORIO - Precio por unidad para este rango.","OPCIONAL - Comentarios o referencias (ej: numero de aplicacion)","OPCIONAL - Escribir OK cuando el tier este verificado","DEJAR VACIO"
"","1,000","9,999","","",
"","10,000","49,999","","",
"","50,000","200,000","","",
"","1,000","9,999","","",
"","10,000","49,999","","",
"","50,000","200,000","","",
